timestamp,open,high,low,close,volume
2026-03-16 02:10:00,0.09785,0.09787,0.09777,0.09783,1417683.495802
2026-03-16 02:15:00,0.09784,0.09789,0.09758,0.0976,7399088.962654
2026-03-16 02:20:00,0.09759,0.0976,0.09728,0.09739,2482038.37819
2026-03-16 02:25:00,0.09739,0.0974,0.09705,0.09724,4669662.675031
2026-03-16 02:30:00,0.09723,0.09735,0.09711,0.09713,1893736.826398
2026-03-16 02:35:00,0.09715,0.09731,0.09705,0.09721,2048471.472145
2026-03-16 02:40:00,0.09721,0.0974,0.09708,0.09738,2673700.732171
2026-03-16 02:45:00,0.09739,0.09775,0.09739,0.09749,4890274.999306
2026-03-16 02:50:00,0.0975,0.09799,0.0975,0.09791,1693063.431865
2026-03-16 02:55:00,0.0979,0.09847,0.0979,0.09813,9729208.417702
2026-03-16 03:00:00,0.09814,0.09837,0.09781,0.09836,3424671.933039
2026-03-16 03:05:00,0.09836,0.09836,0.09795,0.09826,18661651.90136
2026-03-16 03:10:00,0.09825,0.09862,0.09823,0.09854,5327057.125988
2026-03-16 03:15:00,0.09855,0.09887,0.09836,0.09874,7509524.400145
2026-03-16 03:20:00,0.09873,0.09966,0.09862,0.09954,16880569.674593
2026-03-16 03:25:00,0.09955,0.09959,0.09907,0.09936,7164238.988901
2026-03-16 03:30:00,0.09937,0.1014,0.09936,0.10115,54874685.102323
2026-03-16 03:35:00,0.10113,0.10127,0.10063,0.10102,26512660.954288
2026-03-16 03:40:00,0.10102,0.1013,0.10022,0.10037,17028320.014113
2026-03-16 03:45:00,0.10038,0.10059,0.09986,0.09997,10341942.843449
2026-03-16 03:50:00,0.09998,0.10018,0.09989,0.10013,5634372.742905
2026-03-16 03:55:00,0.10013,0.10014,0.0999,0.09998,2064265.013444
2026-03-16 04:00:00,0.09998,0.10039,0.09998,0.1002,4375104.943481
2026-03-16 04:05:00,0.10019,0.10062,0.10019,0.10036,3233603.308945
2026-03-16 04:10:00,0.10035,0.1004,0.10026,0.10037,2281590.299395
2026-03-16 04:15:00,0.10036,0.10066,0.10022,0.10024,2944272.502191
2026-03-16 04:20:00,0.10022,0.1005,0.10003,0.10015,5222566.061414
2026-03-16 04:25:00,0.10015,0.10015,0.09991,0.10003,6775790.38853
2026-03-16 04:30:00,0.10001,0.10025,0.09981,0.10006,5051109.384387
2026-03-16 04:35:00,0.10004,0.10049,0.09993,0.10028,5889117.9856
2026-03-16 04:40:00,0.10026,0.10026,0.1,0.10017,3661107.741633
2026-03-16 04:45:00,0.10019,0.10053,0.10014,0.10048,4533619.954808
2026-03-16 04:50:00,0.10048,0.10094,0.10036,0.10086,5330124.198268
2026-03-16 04:55:00,0.10088,0.10113,0.10055,0.10069,7186705.097773
2026-03-16 05:00:00,0.10069,0.1008,0.10049,0.10062,3131186.106938
2026-03-16 05:05:00,0.10061,0.10077,0.10055,0.10073,6374620.923457
2026-03-16 05:10:00,0.10074,0.1012,0.10069,0.10097,4763555.266195
2026-03-16 05:15:00,0.10097,0.10111,0.10084,0.10105,3432385.603312
2026-03-16 05:20:00,0.10105,0.10125,0.10078,0.10094,7837320.494553
2026-03-16 05:25:00,0.10093,0.10122,0.10092,0.10116,3039811.132614
2026-03-16 05:30:00,0.10116,0.10116,0.1007,0.10103,3331057.695845
2026-03-16 05:35:00,0.10103,0.10137,0.10093,0.10133,3361426.692015
2026-03-16 05:40:00,0.10133,0.10167,0.10122,0.10157,5203699.188169
2026-03-16 05:45:00,0.10157,0.10177,0.10151,0.10161,6122050.538527
2026-03-16 05:50:00,0.1016,0.10165,0.10142,0.10151,3065756.57174
2026-03-16 05:55:00,0.1015,0.10179,0.10141,0.10157,6229359.402358
2026-03-16 06:00:00,0.10157,0.10172,0.1013,0.10146,4406893.925198
2026-03-16 06:05:00,0.10147,0.10162,0.10121,0.10132,5993278.646819
2026-03-16 06:10:00,0.10131,0.10155,0.1012,0.10155,4677287.77105
2026-03-16 06:15:00,0.10154,0.10255,0.10152,0.10241,19999760.76205
2026-03-16 06:20:00,0.1024,0.10254,0.10188,0.1019,7714813.223376
2026-03-16 06:25:00,0.10191,0.10191,0.1015,0.10166,5502786.144328
2026-03-16 06:30:00,0.10163,0.10197,0.10155,0.10174,4538490.538912
2026-03-16 06:35:00,0.10173,0.10206,0.10165,0.10203,3274563.540055
2026-03-16 06:40:00,0.10201,0.10201,0.10178,0.10179,3379625.527538
2026-03-16 06:45:00,0.10178,0.10189,0.10157,0.10159,2842321.197106
2026-03-16 06:50:00,0.10159,0.1019,0.10157,0.10187,3587213.007195
